condition,layer,task_i,task_j,cosine_similarity
sentence-based-CoT,19,F5,F2,0.0450079838830161
sentence-based-CoT,19,F5,F3,0.058299061465903405
sentence-based-CoT,19,F5,F4,0.12061063034685574
sentence-based-CoT,19,F5,F5,0.9999999999900581
sentence-based-CoT,20,A1,A1,0.9999999999788514
sentence-based-CoT,20,A1,A2,0.1003753173252597
sentence-based-CoT,20,A1,A3,0.05129043478842737
sentence-based-CoT,20,A1,F0,0.006122344442488247
sentence-based-CoT,20,A1,F1,0.01333748203082889
sentence-based-CoT,20,A1,F2,0.023479016908191427
sentence-based-CoT,20,A1,F3,-0.005223770693795632
sentence-based-CoT,20,A1,F4,0.013874715769667572
sentence-based-CoT,20,A1,F5,0.009836458155542243
sentence-based-CoT,20,A2,A1,0.1003753173252597
sentence-based-CoT,20,A2,A2,0.999999999876824
sentence-based-CoT,20,A2,A3,0.43671589124390564
sentence-based-CoT,20,A2,F0,-0.01415941077410287
sentence-based-CoT,20,A2,F1,-0.008264339315956656
sentence-based-CoT,20,A2,F2,0.010985087147746419
sentence-based-CoT,20,A2,F3,0.017755677969269797
sentence-based-CoT,20,A2,F4,0.00377208180022452
sentence-based-CoT,20,A2,F5,0.02908235668732572
sentence-based-CoT,20,A3,A1,0.05129043478842737
sentence-based-CoT,20,A3,A2,0.43671589124390564
sentence-based-CoT,20,A3,A3,0.9999999998034017
sentence-based-CoT,20,A3,F0,-0.00440877034744395
sentence-based-CoT,20,A3,F1,-0.006566239631347421
sentence-based-CoT,20,A3,F2,-0.013404896157663037
sentence-based-CoT,20,A3,F3,-0.0041655882441782475
sentence-based-CoT,20,A3,F4,0.0002471025548705595
sentence-based-CoT,20,A3,F5,-0.012984921204091672
sentence-based-CoT,20,F0,A1,0.006122344442488247
sentence-based-CoT,20,F0,A2,-0.01415941077410287
sentence-based-CoT,20,F0,A3,-0.00440877034744395
sentence-based-CoT,20,F0,F0,0.999999999995375
sentence-based-CoT,20,F0,F1,0.02109770227973995
sentence-based-CoT,20,F0,F2,0.1718137073717225
sentence-based-CoT,20,F0,F3,0.05867300952877404
sentence-based-CoT,20,F0,F4,0.08091735141513343
sentence-based-CoT,20,F0,F5,0.04607922095367755
sentence-based-CoT,20,F1,A1,0.01333748203082889
sentence-based-CoT,20,F1,A2,-0.008264339315956656
sentence-based-CoT,20,F1,A3,-0.006566239631347421
sentence-based-CoT,20,F1,F0,0.02109770227973995
sentence-based-CoT,20,F1,F1,0.9999999999876634
sentence-based-CoT,20,F1,F2,0.08063909602072697
sentence-based-CoT,20,F1,F3,0.041034268019837894
sentence-based-CoT,20,F1,F4,0.018810651109518337
sentence-based-CoT,20,F1,F5,-0.0009798867841189828
sentence-based-CoT,20,F2,A1,0.023479016908191427
sentence-based-CoT,20,F2,A2,0.010985087147746419
sentence-based-CoT,20,F2,A3,-0.013404896157663037
sentence-based-CoT,20,F2,F0,0.1718137073717225
sentence-based-CoT,20,F2,F1,0.08063909602072697
sentence-based-CoT,20,F2,F2,0.9999999999890052
sentence-based-CoT,20,F2,F3,0.07066903625130662
sentence-based-CoT,20,F2,F4,0.031468916680519904
sentence-based-CoT,20,F2,F5,0.04255390512355045
sentence-based-CoT,20,F3,A1,-0.005223770693795632
sentence-based-CoT,20,F3,A2,0.017755677969269797
sentence-based-CoT,20,F3,A3,-0.0041655882441782475
sentence-based-CoT,20,F3,F0,0.05867300952877404
sentence-based-CoT,20,F3,F1,0.041034268019837894
sentence-based-CoT,20,F3,F2,0.07066903625130662
sentence-based-CoT,20,F3,F3,0.9999999999803062
sentence-based-CoT,20,F3,F4,0.16589418657195526
sentence-based-CoT,20,F3,F5,0.05796045659724038
sentence-based-CoT,20,F4,A1,0.013874715769667572
sentence-based-CoT,20,F4,A2,0.00377208180022452
sentence-based-CoT,20,F4,A3,0.0002471025548705595
sentence-based-CoT,20,F4,F0,0.08091735141513343
sentence-based-CoT,20,F4,F1,0.018810651109518337
sentence-based-CoT,20,F4,F2,0.031468916680519904
sentence-based-CoT,20,F4,F3,0.16589418657195526
sentence-based-CoT,20,F4,F4,0.9999999999822645
sentence-based-CoT,20,F4,F5,0.1237839678870806
sentence-based-CoT,20,F5,A1,0.009836458155542243
sentence-based-CoT,20,F5,A2,0.02908235668732572
sentence-based-CoT,20,F5,A3,-0.012984921204091672
sentence-based-CoT,20,F5,F0,0.04607922095367755
sentence-based-CoT,20,F5,F1,-0.0009798867841189828
sentence-based-CoT,20,F5,F2,0.04255390512355045
sentence-based-CoT,20,F5,F3,0.05796045659724038
sentence-based-CoT,20,F5,F4,0.1237839678870806
sentence-based-CoT,20,F5,F5,0.9999999999896518
sentence-based-CoT,21,A1,A1,0.9999999999755985
sentence-based-CoT,21,A1,A2,0.09516214558476181
sentence-based-CoT,21,A1,A3,0.043116033144286324
sentence-based-CoT,21,A1,F0,0.006032669125406678
sentence-based-CoT,21,A1,F1,0.014378128416672253
sentence-based-CoT,21,A1,F2,0.028965468215043855
sentence-based-CoT,21,A1,F3,-0.004543567606994244
sentence-based-CoT,21,A1,F4,0.008007279760613205
sentence-based-CoT,21,A1,F5,0.009225442785417162
sentence-based-CoT,21,A2,A1,0.09516214558476181
sentence-based-CoT,21,A2,A2,0.9999999998481751
sentence-based-CoT,21,A2,A3,0.3952456581806012
sentence-based-CoT,21,A2,F0,0.000600155548203471
sentence-based-CoT,21,A2,F1,-0.00403585605907207
sentence-based-CoT,21,A2,F2,0.003068390587074388
sentence-based-CoT,21,A2,F3,0.015417784285079564
sentence-based-CoT,21,A2,F4,0.0008438712187348105
sentence-based-CoT,21,A2,F5,0.032476493273215286
sentence-based-CoT,21,A3,A1,0.043116033144286324
sentence-based-CoT,21,A3,A2,0.3952456581806012
sentence-based-CoT,21,A3,A3,0.9999999997194398
sentence-based-CoT,21,A3,F0,-0.009469317018924048
sentence-based-CoT,21,A3,F1,-0.012284516373157224
sentence-based-CoT,21,A3,F2,-0.015125925880794209
sentence-based-CoT,21,A3,F3,-0.006281338475596032
sentence-based-CoT,21,A3,F4,0.005858040716549111
sentence-based-CoT,21,A3,F5,-0.011476945947236956
sentence-based-CoT,21,F0,A1,0.006032669125406678
sentence-based-CoT,21,F0,A2,0.000600155548203471
sentence-based-CoT,21,F0,A3,-0.009469317018924048
sentence-based-CoT,21,F0,F0,0.9999999999955272
sentence-based-CoT,21,F0,F1,0.03724560071889238
sentence-based-CoT,21,F0,F2,0.15477747262370659
sentence-based-CoT,21,F0,F3,0.0569275045750228
sentence-based-CoT,21,F0,F4,0.07393489806562357
sentence-based-CoT,21,F0,F5,0.04046944705807915
sentence-based-CoT,21,F1,A1,0.014378128416672253
sentence-based-CoT,21,F1,A2,-0.00403585605907207
sentence-based-CoT,21,F1,A3,-0.012284516373157224
sentence-based-CoT,21,F1,F0,0.03724560071889238
sentence-based-CoT,21,F1,F1,0.9999999999875365
sentence-based-CoT,21,F1,F2,0.07909217603500093
sentence-based-CoT,21,F1,F3,0.04369256742971045
sentence-based-CoT,21,F1,F4,0.019163539465868254
sentence-based-CoT,21,F1,F5,0.0026183061500261316
sentence-based-CoT,21,F2,A1,0.028965468215043855
sentence-based-CoT,21,F2,A2,0.003068390587074388
sentence-based-CoT,21,F2,A3,-0.015125925880794209
sentence-based-CoT,21,F2,F0,0.15477747262370659
sentence-based-CoT,21,F2,F1,0.07909217603500093
sentence-based-CoT,21,F2,F2,0.9999999999896465
sentence-based-CoT,21,F2,F3,0.062146837581907914
sentence-based-CoT,21,F2,F4,0.03544394106555991
sentence-based-CoT,21,F2,F5,0.03361318378308427
sentence-based-CoT,21,F3,A1,-0.004543567606994244
sentence-based-CoT,21,F3,A2,0.015417784285079564
sentence-based-CoT,21,F3,A3,-0.006281338475596032
sentence-based-CoT,21,F3,F0,0.0569275045750228
sentence-based-CoT,21,F3,F1,0.04369256742971045
sentence-based-CoT,21,F3,F2,0.062146837581907914
sentence-based-CoT,21,F3,F3,0.9999999999800598
sentence-based-CoT,21,F3,F4,0.1643530739973906
sentence-based-CoT,21,F3,F5,0.05756029981986778
sentence-based-CoT,21,F4,A1,0.008007279760613205
sentence-based-CoT,21,F4,A2,0.0008438712187348105
sentence-based-CoT,21,F4,A3,0.005858040716549111
sentence-based-CoT,21,F4,F0,0.07393489806562357
sentence-based-CoT,21,F4,F1,0.019163539465868254
sentence-based-CoT,21,F4,F2,0.03544394106555991
sentence-based-CoT,21,F4,F3,0.1643530739973906
sentence-based-CoT,21,F4,F4,0.9999999999817273
sentence-based-CoT,21,F4,F5,0.12763455367534374
sentence-based-CoT,21,F5,A1,0.009225442785417162
sentence-based-CoT,21,F5,A2,0.032476493273215286
sentence-based-CoT,21,F5,A3,-0.011476945947236956
sentence-based-CoT,21,F5,F0,0.04046944705807915
sentence-based-CoT,21,F5,F1,0.0026183061500261316
sentence-based-CoT,21,F5,F2,0.03361318378308427
sentence-based-CoT,21,F5,F3,0.05756029981986778
sentence-based-CoT,21,F5,F4,0.12763455367534374
sentence-based-CoT,21,F5,F5,0.999999999989072
sentence-based-CoT,22,A1,A1,0.9999999999724901
sentence-based-CoT,22,A1,A2,0.0911630970617223
sentence-based-CoT,22,A1,A3,0.03697064427069652
sentence-based-CoT,22,A1,F0,0.008220014347075241
sentence-based-CoT,22,A1,F1,0.014310795299067208
sentence-based-CoT,22,A1,F2,0.0263681128073726
sentence-based-CoT,22,A1,F3,-0.006454488982193584
sentence-based-CoT,22,A1,F4,0.0032113778621946083
sentence-based-CoT,22,A1,F5,0.009263363478254108
sentence-based-CoT,22,A2,A1,0.0911630970617223
sentence-based-CoT,22,A2,A2,0.9999999998218609
sentence-based-CoT,22,A2,A3,0.3530660620158917
sentence-based-CoT,22,A2,F0,0.007453550427836871
sentence-based-CoT,22,A2,F1,-0.005977925307449256
sentence-based-CoT,22,A2,F2,0.009477953415824435
sentence-based-CoT,22,A2,F3,0.008659174243392275
sentence-based-CoT,22,A2,F4,0.007447987315287077
sentence-based-CoT,22,A2,F5,0.03907374247305941
sentence-based-CoT,22,A3,A1,0.03697064427069652
sentence-based-CoT,22,A3,A2,0.3530660620158917
sentence-based-CoT,22,A3,A3,0.9999999996097487
sentence-based-CoT,22,A3,F0,-0.005249621584173994
sentence-based-CoT,22,A3,F1,-0.008623216068063566
sentence-based-CoT,22,A3,F2,-0.012557377339090755
sentence-based-CoT,22,A3,F3,-0.007676466423041237
sentence-based-CoT,22,A3,F4,0.009744056487381468
sentence-based-CoT,22,A3,F5,-0.012163163917788405
sentence-based-CoT,22,F0,A1,0.008220014347075241
sentence-based-CoT,22,F0,A2,0.007453550427836871
sentence-based-CoT,22,F0,A3,-0.005249621584173994
sentence-based-CoT,22,F0,F0,0.9999999999954368
sentence-based-CoT,22,F0,F1,0.04253713658068667
sentence-based-CoT,22,F0,F2,0.1481716279795499
sentence-based-CoT,22,F0,F3,0.05961283009240898
sentence-based-CoT,22,F0,F4,0.0658784535702308
sentence-based-CoT,22,F0,F5,0.04343046558173681
sentence-based-CoT,22,F1,A1,0.014310795299067208
sentence-based-CoT,22,F1,A2,-0.005977925307449256
sentence-based-CoT,22,F1,A3,-0.008623216068063566
sentence-based-CoT,22,F1,F0,0.04253713658068667
sentence-based-CoT,22,F1,F1,0.9999999999870273
sentence-based-CoT,22,F1,F2,0.07033825542726743
sentence-based-CoT,22,F1,F3,0.038877856534454816
sentence-based-CoT,22,F1,F4,0.016722108865488895
sentence-based-CoT,22,F1,F5,-0.00015891814337686645
sentence-based-CoT,22,F2,A1,0.0263681128073726
sentence-based-CoT,22,F2,A2,0.009477953415824435
sentence-based-CoT,22,F2,A3,-0.012557377339090755
sentence-based-CoT,22,F2,F0,0.1481716279795499
sentence-based-CoT,22,F2,F1,0.07033825542726743
sentence-based-CoT,22,F2,F2,0.999999999989867
sentence-based-CoT,22,F2,F3,0.05734014993927518
sentence-based-CoT,22,F2,F4,0.04001649529987486
sentence-based-CoT,22,F2,F5,0.03263401654705961
sentence-based-CoT,22,F3,A1,-0.006454488982193584
sentence-based-CoT,22,F3,A2,0.008659174243392275
sentence-based-CoT,22,F3,A3,-0.007676466423041237
sentence-based-CoT,22,F3,F0,0.05961283009240898
sentence-based-CoT,22,F3,F1,0.038877856534454816
sentence-based-CoT,22,F3,F2,0.05734014993927518
sentence-based-CoT,22,F3,F3,0.9999999999801231
sentence-based-CoT,22,F3,F4,0.163254118872087
sentence-based-CoT,22,F3,F5,0.058711283384900614
sentence-based-CoT,22,F4,A1,0.0032113778621946083
sentence-based-CoT,22,F4,A2,0.007447987315287077
sentence-based-CoT,22,F4,A3,0.009744056487381468
sentence-based-CoT,22,F4,F0,0.0658784535702308
sentence-based-CoT,22,F4,F1,0.016722108865488895
sentence-based-CoT,22,F4,F2,0.04001649529987486
sentence-based-CoT,22,F4,F3,0.163254118872087
sentence-based-CoT,22,F4,F4,0.9999999999816065
sentence-based-CoT,22,F4,F5,0.13236777362590574
sentence-based-CoT,22,F5,A1,0.009263363478254108
sentence-based-CoT,22,F5,A2,0.03907374247305941
sentence-based-CoT,22,F5,A3,-0.012163163917788405
sentence-based-CoT,22,F5,F0,0.04343046558173681
sentence-based-CoT,22,F5,F1,-0.00015891814337686645
sentence-based-CoT,22,F5,F2,0.03263401654705961
sentence-based-CoT,22,F5,F3,0.058711283384900614
sentence-based-CoT,22,F5,F4,0.13236777362590574
sentence-based-CoT,22,F5,F5,0.999999999988441
sentence-based-CoT,23,A1,A1,0.999999999969601
sentence-based-CoT,23,A1,A2,0.08052959161574841
sentence-based-CoT,23,A1,A3,0.03274959927100871
sentence-based-CoT,23,A1,F0,0.0050050153217698875
sentence-based-CoT,23,A1,F1,0.013458946876463837
sentence-based-CoT,23,A1,F2,0.03400767710279157
sentence-based-CoT,23,A1,F3,-0.003942264355546935
sentence-based-CoT,23,A1,F4,0.007047506534511558
sentence-based-CoT,23,A1,F5,0.00867726558354664
sentence-based-CoT,23,A2,A1,0.08052959161574841
sentence-based-CoT,23,A2,A2,0.9999999998111921
sentence-based-CoT,23,A2,A3,0.30330546308161077
sentence-based-CoT,23,A2,F0,0.012509106737941644
sentence-based-CoT,23,A2,F1,-0.005580378843406345
sentence-based-CoT,23,A2,F2,0.00023516814724316434
sentence-based-CoT,23,A2,F3,0.005707097826908409
sentence-based-CoT,23,A2,F4,0.005401899835476183
sentence-based-CoT,23,A2,F5,0.0422471192093721
sentence-based-CoT,23,A3,A1,0.03274959927100871
sentence-based-CoT,23,A3,A2,0.30330546308161077
sentence-based-CoT,23,A3,A3,0.9999999995018927
sentence-based-CoT,23,A3,F0,-0.006657669103141155
sentence-based-CoT,23,A3,F1,-0.007572492960744954
sentence-based-CoT,23,A3,F2,-0.007841891929425852
sentence-based-CoT,23,A3,F3,-0.005386374337881744
sentence-based-CoT,23,A3,F4,0.0069401280184358
sentence-based-CoT,23,A3,F5,-0.013631988597823427
sentence-based-CoT,23,F0,A1,0.0050050153217698875
sentence-based-CoT,23,F0,A2,0.012509106737941644
sentence-based-CoT,23,F0,A3,-0.006657669103141155
sentence-based-CoT,23,F0,F0,0.9999999999954822
sentence-based-CoT,23,F0,F1,0.04219679588162075
sentence-based-CoT,23,F0,F2,0.14431335422779035
sentence-based-CoT,23,F0,F3,0.0576697941495063
sentence-based-CoT,23,F0,F4,0.05332717059637124
sentence-based-CoT,23,F0,F5,0.04546399386438272
sentence-based-CoT,23,F1,A1,0.013458946876463837
sentence-based-CoT,23,F1,A2,-0.005580378843406345
sentence-based-CoT,23,F1,A3,-0.007572492960744954
sentence-based-CoT,23,F1,F0,0.04219679588162075
sentence-based-CoT,23,F1,F1,0.9999999999871741
sentence-based-CoT,23,F1,F2,0.06962002292466989
sentence-based-CoT,23,F1,F3,0.029512020811677694
sentence-based-CoT,23,F1,F4,0.02038020619363992
sentence-based-CoT,23,F1,F5,0.0009887374833461402
sentence-based-CoT,23,F2,A1,0.03400767710279157
sentence-based-CoT,23,F2,A2,0.00023516814724316434
sentence-based-CoT,23,F2,A3,-0.007841891929425852
sentence-based-CoT,23,F2,F0,0.14431335422779035
sentence-based-CoT,23,F2,F1,0.06962002292466989
sentence-based-CoT,23,F2,F2,0.9999999999899817
sentence-based-CoT,23,F2,F3,0.060030321745871494
sentence-based-CoT,23,F2,F4,0.044314049900198264
sentence-based-CoT,23,F2,F5,0.029003140720726805
sentence-based-CoT,23,F3,A1,-0.003942264355546935
sentence-based-CoT,23,F3,A2,0.005707097826908409
sentence-based-CoT,23,F3,A3,-0.005386374337881744
sentence-based-CoT,23,F3,F0,0.0576697941495063
sentence-based-CoT,23,F3,F1,0.029512020811677694
sentence-based-CoT,23,F3,F2,0.060030321745871494
sentence-based-CoT,23,F3,F3,0.9999999999807588
sentence-based-CoT,23,F3,F4,0.1539437648422092
sentence-based-CoT,23,F3,F5,0.05654116635674541
sentence-based-CoT,23,F4,A1,0.007047506534511558
sentence-based-CoT,23,F4,A2,0.005401899835476183
sentence-based-CoT,23,F4,A3,0.0069401280184358
sentence-based-CoT,23,F4,F0,0.05332717059637124
sentence-based-CoT,23,F4,F1,0.02038020619363992
sentence-based-CoT,23,F4,F2,0.044314049900198264
sentence-based-CoT,23,F4,F3,0.1539437648422092
sentence-based-CoT,23,F4,F4,0.9999999999821982
sentence-based-CoT,23,F4,F5,0.1423017435929262
sentence-based-CoT,23,F5,A1,0.00867726558354664
sentence-based-CoT,23,F5,A2,0.0422471192093721
sentence-based-CoT,23,F5,A3,-0.013631988597823427
sentence-based-CoT,23,F5,F0,0.04546399386438272
sentence-based-CoT,23,F5,F1,0.0009887374833461402
sentence-based-CoT,23,F5,F2,0.029003140720726805
sentence-based-CoT,23,F5,F3,0.05654116635674541
sentence-based-CoT,23,F5,F4,0.1423017435929262
sentence-based-CoT,23,F5,F5,0.9999999999880246
sentence-based-CoT,24,A1,A1,0.9999999999676439
sentence-based-CoT,24,A1,A2,0.07812406021678532
sentence-based-CoT,24,A1,A3,0.027523665883415795
sentence-based-CoT,24,A1,F0,0.001464304450803456
sentence-based-CoT,24,A1,F1,0.013783339000000684
sentence-based-CoT,24,A1,F2,0.035154994149431795
sentence-based-CoT,24,A1,F3,0.0058385689931275955
sentence-based-CoT,24,A1,F4,0.0026154675741380446
sentence-based-CoT,24,A1,F5,0.0030219342485729938
sentence-based-CoT,24,A2,A1,0.07812406021678532
sentence-based-CoT,24,A2,A2,0.9999999998216128
sentence-based-CoT,24,A2,A3,0.25784477879800116
sentence-based-CoT,24,A2,F0,0.013491152321165495
sentence-based-CoT,24,A2,F1,-0.004103273020498277
sentence-based-CoT,24,A2,F2,0.004788498898228806
sentence-based-CoT,24,A2,F3,0.0002978617742619325
sentence-based-CoT,24,A2,F4,-0.0025923787390766196
sentence-based-CoT,24,A2,F5,0.030300697798862283
sentence-based-CoT,24,A3,A1,0.027523665883415795
sentence-based-CoT,24,A3,A2,0.25784477879800116
sentence-based-CoT,24,A3,A3,0.9999999993989306
sentence-based-CoT,24,A3,F0,-0.0025783568287830036
sentence-based-CoT,24,A3,F1,-0.004132729421413692
sentence-based-CoT,24,A3,F2,-0.0077362900302955446
sentence-based-CoT,24,A3,F3,-0.003076178207671413
sentence-based-CoT,24,A3,F4,0.007541947439051497
sentence-based-CoT,24,A3,F5,-0.016190545946497336
sentence-based-CoT,24,F0,A1,0.001464304450803456
sentence-based-CoT,24,F0,A2,0.013491152321165495
sentence-based-CoT,24,F0,A3,-0.0025783568287830036
sentence-based-CoT,24,F0,F0,0.9999999999954539
sentence-based-CoT,24,F0,F1,0.04270695167950725
sentence-based-CoT,24,F0,F2,0.15097751875378804
sentence-based-CoT,24,F0,F3,0.0580706797105126
sentence-based-CoT,24,F0,F4,0.052875053024832655
sentence-based-CoT,24,F0,F5,0.0472024048445704
sentence-based-CoT,24,F1,A1,0.013783339000000684
sentence-based-CoT,24,F1,A2,-0.004103273020498277
sentence-based-CoT,24,F1,A3,-0.004132729421413692
sentence-based-CoT,24,F1,F0,0.04270695167950725
sentence-based-CoT,24,F1,F1,0.9999999999871108
sentence-based-CoT,24,F1,F2,0.0724500356604669
sentence-based-CoT,24,F1,F3,0.03928776616839983
sentence-based-CoT,24,F1,F4,0.01876498318653397
sentence-based-CoT,24,F1,F5,-0.00472108608172966
sentence-based-CoT,24,F2,A1,0.035154994149431795
sentence-based-CoT,24,F2,A2,0.004788498898228806
sentence-based-CoT,24,F2,A3,-0.0077362900302955446
sentence-based-CoT,24,F2,F0,0.15097751875378804
sentence-based-CoT,24,F2,F1,0.0724500356604669
sentence-based-CoT,24,F2,F2,0.9999999999899334
sentence-based-CoT,24,F2,F3,0.060273829208518884
sentence-based-CoT,24,F2,F4,0.036518348372039884
sentence-based-CoT,24,F2,F5,0.02429770914259913
sentence-based-CoT,24,F3,A1,0.0058385689931275955
sentence-based-CoT,24,F3,A2,0.0002978617742619325
sentence-based-CoT,24,F3,A3,-0.003076178207671413
sentence-based-CoT,24,F3,F0,0.0580706797105126
sentence-based-CoT,24,F3,F1,0.03928776616839983
sentence-based-CoT,24,F3,F2,0.060273829208518884
sentence-based-CoT,24,F3,F3,0.9999999999807674
sentence-based-CoT,24,F3,F4,0.13710153883107065
sentence-based-CoT,24,F3,F5,0.0484903125135715
sentence-based-CoT,24,F4,A1,0.0026154675741380446
sentence-based-CoT,24,F4,A2,-0.0025923787390766196
sentence-based-CoT,24,F4,A3,0.007541947439051497
sentence-based-CoT,24,F4,F0,0.052875053024832655
sentence-based-CoT,24,F4,F1,0.01876498318653397
sentence-based-CoT,24,F4,F2,0.036518348372039884
sentence-based-CoT,24,F4,F3,0.13710153883107065
sentence-based-CoT,24,F4,F4,0.9999999999823509
sentence-based-CoT,24,F4,F5,0.1471418438581895
sentence-based-CoT,24,F5,A1,0.0030219342485729938
sentence-based-CoT,24,F5,A2,0.030300697798862283
sentence-based-CoT,24,F5,A3,-0.016190545946497336
sentence-based-CoT,24,F5,F0,0.0472024048445704
sentence-based-CoT,24,F5,F1,-0.00472108608172966
sentence-based-CoT,24,F5,F2,0.02429770914259913
sentence-based-CoT,24,F5,F3,0.0484903125135715
sentence-based-CoT,24,F5,F4,0.1471418438581895
sentence-based-CoT,24,F5,F5,0.9999999999876739
sentence-based-CoT,25,A1,A1,0.9999999999649433
sentence-based-CoT,25,A1,A2,0.07529107942903984
sentence-based-CoT,25,A1,A3,0.02415485967003826
sentence-based-CoT,25,A1,F0,0.00260843603232381
sentence-based-CoT,25,A1,F1,0.01706282238329394
sentence-based-CoT,25,A1,F2,0.03263114507680315
