statement,label,countries,cities,stated_k1,stated_k2,actual_k1,actual_k2
"Exactly 1 of the following cities are in Hungary and 2 in Mexico: Culiacan, Ta'if, Pest, Cancun, Jinan, Piura.",1,"('Hungary', 'Mexico')","('Cancun', 'Culiacan', 'Jinan', 'Pest', 'Piura', ""Ta'if"")",1,2,1,2
"Exactly 1 of the following cities are in Uzbekistan and 1 in Venezuela: Ciudad Guayana, Maturin, Maracaibo, Barquisimeto, Namangan, Caracas.",0,"('Uzbekistan', 'Venezuela')","('Barquisimeto', 'Caracas', 'Ciudad Guayana', 'Maracaibo', 'Maturin', 'Namangan')",1,1,1,5
"Exactly 2 of the following cities are in Ghana and 2 in Canada: Kumasi, Mississauga, Winnipeg, Da Nang, Busan, Accra.",1,"('Ghana', 'Canada')","('Accra', 'Busan', 'Da Nang', 'Kumasi', 'Mississauga', 'Winnipeg')",2,2,2,2
"Exactly 5 of the following cities are in Morocco and 1 in Jamaica: Oujda, Meknes, Marrakesh, New Kingston, Fes, Tangier.",1,"('Morocco', 'Jamaica')","('Fes', 'Marrakesh', 'Meknes', 'New Kingston', 'Oujda', 'Tangier')",5,1,5,1
"Exactly 1 of the following cities are in Burkina Faso and 2 in Mozambique: Fort Worth, Ouagadougou, Bobo-Dioulasso, Kinshasa, Nampula, Beira.",0,"('Burkina Faso', 'Mozambique')","('Beira', 'Bobo-Dioulasso', 'Fort Worth', 'Kinshasa', 'Nampula', 'Ouagadougou')",1,2,2,2
"Exactly 2 of the following cities are in Argentina and 2 in Kuwait: Kalyan, Al Ahmadi, Salta, San Miguel de Tucuman, Mar del Plata, Jaipur.",0,"('Argentina', 'Kuwait')","('Al Ahmadi', 'Jaipur', 'Kalyan', 'Mar del Plata', 'Salta', 'San Miguel de Tucuman')",2,2,3,1
"Exactly 1 of the following cities are in Australia and 2 in Guinea: Zigong, Winnipeg, Gold Coast, Camayenne, Mirpur Model Thana, Conakry.",1,"('Australia', 'Guinea')","('Camayenne', 'Conakry', 'Gold Coast', 'Mirpur Model Thana', 'Winnipeg', 'Zigong')",1,2,1,2
"Exactly 1 of the following cities are in Nicaragua and 5 in Bangladesh: Pallabi, Managua, Mohammadpur, Gazipur, Khulna, Mirpur Model Thana.",1,"('Nicaragua', 'Bangladesh')","('Gazipur', 'Khulna', 'Managua', 'Mirpur Model Thana', 'Mohammadpur', 'Pallabi')",1,5,1,5
"Exactly 1 of the following cities are in Malaysia and 4 in Saudi Arabia: Makkah, Ta'if, Najran, Petaling Jaya, Liupanshui, Jeddah.",1,"('Malaysia', 'Saudi Arabia')","('Jeddah', 'Liupanshui', 'Makkah', 'Najran', 'Petaling Jaya', ""Ta'if"")",1,4,1,4
"Exactly 1 of the following cities are in Germany and 1 in South Korea: Daegu, Leipzig, Puning, Ganzhou, Teresina, Rohini.",1,"('Germany', 'South Korea')","('Daegu', 'Ganzhou', 'Leipzig', 'Puning', 'Rohini', 'Teresina')",1,1,1,1
"Exactly 4 of the following cities are in Iraq and 2 in France: Marseille, Lyon, Erbil, Gujrat, Karbala, Toulouse.",0,"('Iraq', 'France')","('Erbil', 'Gujrat', 'Karbala', 'Lyon', 'Marseille', 'Toulouse')",4,2,2,3
"Exactly 4 of the following cities are in the Democratic Republic of the Congo and 2 in Colombia: Tshikapa, Cucuta, Barranquilla, Bucaramanga, Kinshasa, Ibague.",0,"('the Democratic Republic of the Congo', 'Colombia')","('Barranquilla', 'Bucaramanga', 'Cucuta', 'Ibague', 'Kinshasa', 'Tshikapa')",4,2,2,4
"Exactly 1 of the following cities are in Brazil and 3 in Germany: Nuremberg, Shangqiu, Duque de Caxias, Nansana, Duesseldorf, Leipzig.",1,"('Brazil', 'Germany')","('Duesseldorf', 'Duque de Caxias', 'Leipzig', 'Nansana', 'Nuremberg', 'Shangqiu')",1,3,1,3
"Exactly 1 of the following cities are in Colombia and 3 in Pakistan: Ibague, Bahawalpur, Barranquilla, Dera Ismail Khan, Lahore, Cucuta.",0,"('Colombia', 'Pakistan')","('Bahawalpur', 'Barranquilla', 'Cucuta', 'Dera Ismail Khan', 'Ibague', 'Lahore')",1,3,3,3
"Exactly 3 of the following cities are in Bangladesh and 1 in Mozambique: Nampula, Comilla, Rohini, Beira, Maputo, Rajshahi.",0,"('Bangladesh', 'Mozambique')","('Beira', 'Comilla', 'Maputo', 'Nampula', 'Rajshahi', 'Rohini')",3,1,2,3
"Exactly 4 of the following cities are in Nepal and 1 in the Philippines: Kathmandu, Wuwei, Quezon City, Davao, Sharjah, Pokhara.",0,"('Nepal', 'the Philippines')","('Davao', 'Kathmandu', 'Pokhara', 'Quezon City', 'Sharjah', 'Wuwei')",4,1,2,2
"Exactly 3 of the following cities are in Argentina and 3 in France: Salta, Mar del Plata, Toulouse, San Miguel de Tucuman, Lyon, Marseille.",1,"('Argentina', 'France')","('Lyon', 'Mar del Plata', 'Marseille', 'Salta', 'San Miguel de Tucuman', 'Toulouse')",3,3,3,3
"Exactly 1 of the following cities are in the United Arab Emirates and 3 in Kenya: Al Ain City, Wanzhou, Mombasa, Dongying, Nakuru, Nairobi.",1,"('the United Arab Emirates', 'Kenya')","('Al Ain City', 'Dongying', 'Mombasa', 'Nairobi', 'Nakuru', 'Wanzhou')",1,3,1,3
"Exactly 2 of the following cities are in China and 4 in Mexico: Santiago de Queretaro, Tlaquepaque, Ciudad Juarez, Jiangmen, Zunyi, Gustavo Adolfo Madero.",1,"('China', 'Mexico')","('Ciudad Juarez', 'Gustavo Adolfo Madero', 'Jiangmen', 'Santiago de Queretaro', 'Tlaquepaque', 'Zunyi')",2,4,2,4
"Exactly 2 of the following cities are in Malaysia and 4 in the Dominican Republic: Santo Domingo Oeste, Iskandar Puteri, Pasir Gudang, Kuantan, Santo Domingo Este, Santiago de los Caballeros.",0,"('Malaysia', 'the Dominican Republic')","('Iskandar Puteri', 'Kuantan', 'Pasir Gudang', 'Santiago de los Caballeros', 'Santo Domingo Este', 'Santo Domingo Oeste')",2,4,3,3
"Exactly 1 of the following cities are in South Africa and 4 in Iraq: Abu Ghurayb, Bhopal, Mosul, Pretoria, Sulaymaniyah, Maturin.",0,"('South Africa', 'Iraq')","('Abu Ghurayb', 'Bhopal', 'Maturin', 'Mosul', 'Pretoria', 'Sulaymaniyah')",1,4,1,3
"Exactly 2 of the following cities are in Senegal and 2 in Yemen: Mukalla, Dakar, Incheon, Ibb, Pikine, Sorocaba.",1,"('Senegal', 'Yemen')","('Dakar', 'Ibb', 'Incheon', 'Mukalla', 'Pikine', 'Sorocaba')",2,2,2,2
"Exactly 1 of the following cities are in Cuba and 1 in Belarus: Nasiriyah, Santiago de Cuba, Xianyang, Pasig City, Minsk, Las Pinas.",1,"('Cuba', 'Belarus')","('Las Pinas', 'Minsk', 'Nasiriyah', 'Pasig City', 'Santiago de Cuba', 'Xianyang')",1,1,1,1
"Exactly 2 of the following cities are in Syria and 3 in Morocco: Oujda, Agadir, Prayagraj, Aleppo, Homs, Phnom Penh.",0,"('Syria', 'Morocco')","('Agadir', 'Aleppo', 'Homs', 'Oujda', 'Phnom Penh', 'Prayagraj')",2,3,2,2
"Exactly 5 of the following cities are in Tanzania and 1 in Lebanon: Dodoma, Ra's Bayrut, Zanzibar, Mbeya, Arusha, Dar es Salaam.",1,"('Tanzania', 'Lebanon')","('Arusha', 'Dar es Salaam', 'Dodoma', 'Mbeya', ""Ra's Bayrut"", 'Zanzibar')",5,1,5,1
"Exactly 3 of the following cities are in China and 3 in South Africa: Liuzhou, Huludao, Pietermaritzburg, Soshanguve, Weinan, Pretoria.",1,"('China', 'South Africa')","('Huludao', 'Liuzhou', 'Pietermaritzburg', 'Pretoria', 'Soshanguve', 'Weinan')",3,3,3,3
"Exactly 2 of the following cities are in Cameroon and 3 in Canada: Mississauga, Winnipeg, Calgary, Bhayandar, Douala, Yaounde.",1,"('Cameroon', 'Canada')","('Bhayandar', 'Calgary', 'Douala', 'Mississauga', 'Winnipeg', 'Yaounde')",2,3,2,3
"Exactly 3 of the following cities are in Somalia and 3 in Chile: Benin City, Puente Alto, Borama, Mogadishu, Battagram, Suining.",0,"('Somalia', 'Chile')","('Battagram', 'Benin City', 'Borama', 'Mogadishu', 'Puente Alto', 'Suining')",3,3,2,1
"Exactly 1 of the following cities are in Eritrea and 5 in Angola: Cabinda, Mulenvos, Kikolo, Calumbo, Asmara, Hoji ya Henda.",1,"('Eritrea', 'Angola')","('Asmara', 'Cabinda', 'Calumbo', 'Hoji ya Henda', 'Kikolo', 'Mulenvos')",1,5,1,5
"Exactly 2 of the following cities are in Ethiopia and 3 in Nepal: Addis Ababa, Surat, Eskisehir, Ho Chi Minh City, Kathmandu, Pokhara.",0,"('Ethiopia', 'Nepal')","('Addis Ababa', 'Eskisehir', 'Ho Chi Minh City', 'Kathmandu', 'Pokhara', 'Surat')",2,3,1,2
"Exactly 4 of the following cities are in Haiti and 1 in Côte d'Ivoire: Abobo, Binh Thanh, Port-au-Prince, Manaus, Huaihua, Bouake.",0,"('Haiti', ""Côte d'Ivoire"")","('Abobo', 'Binh Thanh', 'Bouake', 'Huaihua', 'Manaus', 'Port-au-Prince')",4,1,1,2
"Exactly 4 of the following cities are in Mexico and 2 in Ghana: Cancun, Accra, Mexico City, Kumasi, Tlalpan, Hermosillo.",1,"('Mexico', 'Ghana')","('Accra', 'Cancun', 'Hermosillo', 'Kumasi', 'Mexico City', 'Tlalpan')",4,2,4,2
"Exactly 1 of the following cities are in Laos and 3 in Turkey: Eskisehir, Bannu, Istanbul, Vientiane, Esenler, Guankou.",1,"('Laos', 'Turkey')","('Bannu', 'Esenler', 'Eskisehir', 'Guankou', 'Istanbul', 'Vientiane')",1,3,1,3
"Exactly 3 of the following cities are in Iraq and 1 in Uzbekistan: Basrah, Al Mawsil al Jadidah, Mosul, Kirkuk, Karbala, Tashkent.",0,"('Iraq', 'Uzbekistan')","('Al Mawsil al Jadidah', 'Basrah', 'Karbala', 'Kirkuk', 'Mosul', 'Tashkent')",3,1,5,1
"Exactly 4 of the following cities are in Uganda and 2 in Russia: Evaton, Tashkent, Jieyang, Kalininskiy, Volgograd, Nansana.",0,"('Uganda', 'Russia')","('Evaton', 'Jieyang', 'Kalininskiy', 'Nansana', 'Tashkent', 'Volgograd')",4,2,1,2
"Exactly 3 of the following cities are in Lebanon and 1 in France: Lyon, Ulan Bator, Hubballi, Auckland, Shah Alam, Beirut.",0,"('Lebanon', 'France')","('Auckland', 'Beirut', 'Hubballi', 'Lyon', 'Shah Alam', 'Ulan Bator')",3,1,1,1
"Exactly 1 of the following cities are in Malaysia and 4 in Tanzania: Arusha, Zanzibar, Selayang Baru Utara, Ahmedabad, Mbeya, Dar es Salaam.",1,"('Malaysia', 'Tanzania')","('Ahmedabad', 'Arusha', 'Dar es Salaam', 'Mbeya', 'Selayang Baru Utara', 'Zanzibar')",1,4,1,4
"Exactly 4 of the following cities are in Yemen and 2 in Morocco: Sanaa, Al Hudaydah, Aden, Marrakesh, Fes, Ibb.",1,"('Yemen', 'Morocco')","('Aden', 'Al Hudaydah', 'Fes', 'Ibb', 'Marrakesh', 'Sanaa')",4,2,4,2
"Exactly 1 of the following cities are in Bosnia and Herzegovina and 2 in Poland: Kitakyushu, Omsk, Lodz, Krakow, Sarajevo, Ulan Bator.",1,"('Bosnia and Herzegovina', 'Poland')","('Kitakyushu', 'Krakow', 'Lodz', 'Omsk', 'Sarajevo', 'Ulan Bator')",1,2,1,2
"Exactly 2 of the following cities are in Argentina and 4 in Poland: Banjarmasin, Bekasi, Iskandar Puteri, Salta, Daxing'anling, Krakow.",0,"('Argentina', 'Poland')","('Banjarmasin', 'Bekasi', ""Daxing'anling"", 'Iskandar Puteri', 'Krakow', 'Salta')",2,4,1,1
"Exactly 1 of the following cities are in Kuwait and 5 in Bosnia and Herzegovina: Sarajevo, Peshawar, Douala, Coyoacan, Al Ahmadi, Bengaluru.",0,"('Kuwait', 'Bosnia and Herzegovina')","('Al Ahmadi', 'Bengaluru', 'Coyoacan', 'Douala', 'Peshawar', 'Sarajevo')",1,5,1,1
"Exactly 3 of the following cities are in Colombia and 1 in South Korea: Seoul, Soacha, Seattle, Ibague, Cucuta, Kampung Baru Subang.",1,"('Colombia', 'South Korea')","('Cucuta', 'Ibague', 'Kampung Baru Subang', 'Seattle', 'Seoul', 'Soacha')",3,1,3,1
"Exactly 1 of the following cities are in Japan and 5 in Vietnam: Hue, Ho Chi Minh City, Cho Lon, Niigata, Thuan An, Vinh.",1,"('Japan', 'Vietnam')","('Cho Lon', 'Ho Chi Minh City', 'Hue', 'Niigata', 'Thuan An', 'Vinh')",1,5,1,5
"Exactly 1 of the following cities are in Nigeria and 3 in the Philippines: Bauchi, Pasig City, Zamboanga, Benin City, Kaduna, Ibadan.",0,"('Nigeria', 'the Philippines')","('Bauchi', 'Benin City', 'Ibadan', 'Kaduna', 'Pasig City', 'Zamboanga')",1,3,4,2
"Exactly 1 of the following cities are in Germany and 2 in the Democratic Republic of the Congo: Voronezh, Bukavu, Tshikapa, Frankfurt am Main, Likasi, Omsk.",0,"('Germany', 'the Democratic Republic of the Congo')","('Bukavu', 'Frankfurt am Main', 'Likasi', 'Omsk', 'Tshikapa', 'Voronezh')",1,2,1,3
"Exactly 5 of the following cities are in Japan and 1 in Angola: Sagamihara, Hamamatsu, Suginami, Fukuoka, Calumbo, Hachioji.",1,"('Japan', 'Angola')","('Calumbo', 'Fukuoka', 'Hachioji', 'Hamamatsu', 'Sagamihara', 'Suginami')",5,1,5,1
"Exactly 3 of the following cities are in Indonesia and 1 in Nicaragua: Bogor, Makassar, Serang, Situbondo, Managua, Palembang.",0,"('Indonesia', 'Nicaragua')","('Bogor', 'Makassar', 'Managua', 'Palembang', 'Serang', 'Situbondo')",3,1,5,1
"Exactly 4 of the following cities are in Ukraine and 1 in Kuwait: Lviv, Kryvyy Rih, Pikine, Kyiv, Kharkiv, Al Ahmadi.",1,"('Ukraine', 'Kuwait')","('Al Ahmadi', 'Kharkiv', 'Kryvyy Rih', 'Kyiv', 'Lviv', 'Pikine')",4,1,4,1
"Exactly 2 of the following cities are in Ecuador and 2 in Turkey: Quito, Thiruvananthapuram, Hwaseong-si, Konya, Mersin, Guayaquil.",1,"('Ecuador', 'Turkey')","('Guayaquil', 'Hwaseong-si', 'Konya', 'Mersin', 'Quito', 'Thiruvananthapuram')",2,2,2,2
"Exactly 2 of the following cities are in Sudan and 1 in Kazakhstan: Shymkent, Khartoum, Victoria de Durango, Malatya, Omdurman, Anyang-si.",1,"('Sudan', 'Kazakhstan')","('Anyang-si', 'Khartoum', 'Malatya', 'Omdurman', 'Shymkent', 'Victoria de Durango')",2,1,2,1
"Exactly 4 of the following cities are in South Korea and 2 in Canada: Cheonan, Bucheon-si, Calgary, Goyang-si, Daejeon, Quebec.",1,"('South Korea', 'Canada')","('Bucheon-si', 'Calgary', 'Cheonan', 'Daejeon', 'Goyang-si', 'Quebec')",4,2,4,2
"Exactly 2 of the following cities are in Thailand and 3 in Ukraine: Guarulhos, Sevastopol, Dnipro, Odesa, Dodoma, Bangkok.",0,"('Thailand', 'Ukraine')","('Bangkok', 'Dnipro', 'Dodoma', 'Guarulhos', 'Odesa', 'Sevastopol')",2,3,1,3
"Exactly 1 of the following cities are in Nicaragua and 3 in Colombia: Aparecida de Goiania, Wroclaw, Ibague, Bucaramanga, Managua, Barranquilla.",1,"('Nicaragua', 'Colombia')","('Aparecida de Goiania', 'Barranquilla', 'Bucaramanga', 'Ibague', 'Managua', 'Wroclaw')",1,3,1,3
"Exactly 2 of the following cities are in Indonesia and 4 in Egypt: Shubra al Khaymah, Giza, Port Said, Al Fayyum, Tangerang, Tasikmalaya.",1,"('Indonesia', 'Egypt')","('Al Fayyum', 'Giza', 'Port Said', 'Shubra al Khaymah', 'Tangerang', 'Tasikmalaya')",2,4,2,4
"Exactly 1 of the following cities are in Bosnia and Herzegovina and 1 in Morocco: Kanpur, Tangier, Shantou, Orenburg, Wuzhou, Sarajevo.",1,"('Bosnia and Herzegovina', 'Morocco')","('Kanpur', 'Orenburg', 'Sarajevo', 'Shantou', 'Tangier', 'Wuzhou')",1,1,1,1
"Exactly 1 of the following cities are in Cambodia and 5 in Colombia: Barranquilla, Phnom Penh, Soacha, Cucuta, Bucaramanga, Ibague.",1,"('Cambodia', 'Colombia')","('Barranquilla', 'Bucaramanga', 'Cucuta', 'Ibague', 'Phnom Penh', 'Soacha')",1,5,1,5
"Exactly 1 of the following cities are in Belarus and 2 in Algeria: Barranquilla, Aparecida de Goiania, Minsk, Shenyang, Laiwu, Algiers.",0,"('Belarus', 'Algeria')","('Algiers', 'Aparecida de Goiania', 'Barranquilla', 'Laiwu', 'Minsk', 'Shenyang')",1,2,1,1
"Exactly 2 of the following cities are in Mexico and 1 in Cuba: Santiago de Queretaro, Santiago de Cuba, Ananindeua, Ecatepec de Morelos, Shijiazhuang, Anqing.",1,"('Mexico', 'Cuba')","('Ananindeua', 'Anqing', 'Ecatepec de Morelos', 'Santiago de Cuba', 'Santiago de Queretaro', 'Shijiazhuang')",2,1,2,1
"Exactly 2 of the following cities are in Egypt and 1 in France: Lyon, Assiut, Shubra al Khaymah, Panjin, Madinah, Bilimora.",1,"('Egypt', 'France')","('Assiut', 'Bilimora', 'Lyon', 'Madinah', 'Panjin', 'Shubra al Khaymah')",2,1,2,1
"Exactly 1 of the following cities are in Niger and 5 in France: Mbuji-Mayi, Rawalpindi, Niamey, Marseille, Lyon, Toulouse.",0,"('Niger', 'France')","('Lyon', 'Marseille', 'Mbuji-Mayi', 'Niamey', 'Rawalpindi', 'Toulouse')",1,5,1,3
"Exactly 5 of the following cities are in Iran and 1 in Vietnam: Arak, Hamadan, Qom, Can Tho, Karaj, Isfahan.",1,"('Iran', 'Vietnam')","('Arak', 'Can Tho', 'Hamadan', 'Isfahan', 'Karaj', 'Qom')",5,1,5,1
"Exactly 2 of the following cities are in Belarus and 3 in Saudi Arabia: Madinah, Ta'if, Sultanah, Buraydah, Homyel', Minsk.",0,"('Belarus', 'Saudi Arabia')","('Buraydah', ""Homyel'"", 'Madinah', 'Minsk', 'Sultanah', ""Ta'if"")",2,3,2,4
"Exactly 1 of the following cities are in Pakistan and 4 in Peru: Callao, Chiclayo, Sargodha, Arequipa, Piura, Gujranwala.",0,"('Pakistan', 'Peru')","('Arequipa', 'Callao', 'Chiclayo', 'Gujranwala', 'Piura', 'Sargodha')",1,4,2,4
"Exactly 5 of the following cities are in Nigeria and 1 in Zimbabwe: Bulawayo, Benin City, Abeokuta, Maiduguri, Ebute Ikorodu, Ibadan.",1,"('Nigeria', 'Zimbabwe')","('Abeokuta', 'Benin City', 'Bulawayo', 'Ebute Ikorodu', 'Ibadan', 'Maiduguri')",5,1,5,1
"Exactly 4 of the following cities are in South Korea and 2 in Argentina: San Miguel de Tucuman, Bucheon-si, Seoul, Jeonju, Salta, Cheongju-si.",1,"('South Korea', 'Argentina')","('Bucheon-si', 'Cheongju-si', 'Jeonju', 'Salta', 'San Miguel de Tucuman', 'Seoul')",4,2,4,2
"Exactly 2 of the following cities are in Uganda and 4 in Venezuela: Maracaibo, Kampala, Caracas, Maturin, Nansana, Ciudad Guayana.",1,"('Uganda', 'Venezuela')","('Caracas', 'Ciudad Guayana', 'Kampala', 'Maracaibo', 'Maturin', 'Nansana')",2,4,2,4
"Exactly 3 of the following cities are in South Korea and 1 in the Philippines: Suwon, Paranaque City, Kobe, General Santos, Tehran, Muntinlupa.",0,"('South Korea', 'the Philippines')","('General Santos', 'Kobe', 'Muntinlupa', 'Paranaque City', 'Suwon', 'Tehran')",3,1,1,3
"Exactly 1 of the following cities are in Ecuador and 5 in Iraq: Al Mawsil al Jadidah, Abu Ghurayb, Quito, Aparecida de Goiania, Basrah, Guayaquil.",0,"('Ecuador', 'Iraq')","('Abu Ghurayb', 'Al Mawsil al Jadidah', 'Aparecida de Goiania', 'Basrah', 'Guayaquil', 'Quito')",1,5,2,3
"Exactly 3 of the following cities are in the United Arab Emirates and 2 in Bangladesh: Gazipur, Ananindeua, Managua, Al Ain City, Manaus, Sharjah.",0,"('the United Arab Emirates', 'Bangladesh')","('Al Ain City', 'Ananindeua', 'Gazipur', 'Managua', 'Manaus', 'Sharjah')",3,2,2,1
"Exactly 2 of the following cities are in Benin and 2 in Saudi Arabia: Denpasar, Rohini, Dandong, Jeddah, Aden, Cotonou.",0,"('Benin', 'Saudi Arabia')","('Aden', 'Cotonou', 'Dandong', 'Denpasar', 'Jeddah', 'Rohini')",2,2,1,1
"Exactly 1 of the following cities are in Cameroon and 1 in Mexico: Tanggu, Pontianak, Kalyan, Tlalpan, Yaounde, Zunyi.",1,"('Cameroon', 'Mexico')","('Kalyan', 'Pontianak', 'Tanggu', 'Tlalpan', 'Yaounde', 'Zunyi')",1,1,1,1
"Exactly 2 of the following cities are in Indonesia and 4 in Canada: Jakarta, Asmara, Helsinki, Quebec, Bengbu, Sanming.",0,"('Indonesia', 'Canada')","('Asmara', 'Bengbu', 'Helsinki', 'Jakarta', 'Quebec', 'Sanming')",2,4,1,1
"Exactly 1 of the following cities are in France and 1 in Benin: Marseille, Cotonou, Caloocan, Lyon, Toulouse, Hamamatsu.",0,"('France', 'Benin')","('Caloocan', 'Cotonou', 'Hamamatsu', 'Lyon', 'Marseille', 'Toulouse')",1,1,3,1
"Exactly 2 of the following cities are in Zambia and 1 in Ethiopia: Ndola, Lusaka, Edogawe, Sulaymaniyah, Guarulhos, Addis Ababa.",1,"('Zambia', 'Ethiopia')","('Addis Ababa', 'Edogawe', 'Guarulhos', 'Lusaka', 'Ndola', 'Sulaymaniyah')",2,1,2,1
"Exactly 2 of the following cities are in Germany and 4 in Pakistan: Arifwala, Dortmund, Hannover, Duesseldorf, Nuremberg, Leipzig.",0,"('Germany', 'Pakistan')","('Arifwala', 'Dortmund', 'Duesseldorf', 'Hannover', 'Leipzig', 'Nuremberg')",2,4,5,1
"Exactly 2 of the following cities are in Zambia and 1 in Algeria: Kitwe, Tucson, Yongzhou, Rio de Janeiro, Algiers, Ndola.",1,"('Zambia', 'Algeria')","('Algiers', 'Kitwe', 'Ndola', 'Rio de Janeiro', 'Tucson', 'Yongzhou')",2,1,2,1
"Exactly 1 of the following cities are in Tanzania and 2 in Sweden: Loni, Zhongwei, Stockholm, Mbeya, Hwaseong-si, Jiujiang.",0,"('Tanzania', 'Sweden')","('Hwaseong-si', 'Jiujiang', 'Loni', 'Mbeya', 'Stockholm', 'Zhongwei')",1,2,1,1
"Exactly 2 of the following cities are in Argentina and 2 in Jordan: Amman, Zarqa, Irbid, Jammu, Indianapolis, Mar del Plata.",0,"('Argentina', 'Jordan')","('Amman', 'Indianapolis', 'Irbid', 'Jammu', 'Mar del Plata', 'Zarqa')",2,2,1,3
"Exactly 1 of the following cities are in Venezuela and 1 in Brazil: Caracas, Chongming, Ufa, Rio de Janeiro, Nagoya, Bagcilar.",1,"('Venezuela', 'Brazil')","('Bagcilar', 'Caracas', 'Chongming', 'Nagoya', 'Rio de Janeiro', 'Ufa')",1,1,1,1
"Exactly 4 of the following cities are in Somalia and 2 in Angola: Kaifeng, Lubango, Mogadishu, Golfe, Calumbo, Benguela.",0,"('Somalia', 'Angola')","('Benguela', 'Calumbo', 'Golfe', 'Kaifeng', 'Lubango', 'Mogadishu')",4,2,1,4
"Exactly 2 of the following cities are in Kenya and 2 in Nigeria: Agege, Mombasa, Nakuru, Loni, Abeokuta, Marrakesh.",1,"('Kenya', 'Nigeria')","('Abeokuta', 'Agege', 'Loni', 'Marrakesh', 'Mombasa', 'Nakuru')",2,2,2,2
"Exactly 3 of the following cities are in Lithuania and 1 in Uzbekistan: Ziyang, Guigang, Tashkent, Andijon, Vilnius, Samarkand.",0,"('Lithuania', 'Uzbekistan')","('Andijon', 'Guigang', 'Samarkand', 'Tashkent', 'Vilnius', 'Ziyang')",3,1,1,3
"Exactly 2 of the following cities are in Ecuador and 4 in Zambia: Guarulhos, Kitwe, South Tangerang, Guayaquil, Ndola, Quito.",0,"('Ecuador', 'Zambia')","('Guarulhos', 'Guayaquil', 'Kitwe', 'Ndola', 'Quito', 'South Tangerang')",2,4,2,2
"Exactly 1 of the following cities are in Russia and 2 in Pakistan: Bahawalpur, Karachi, Orenburg, Peshawar, Saint Petersburg, Muzaffarabad.",0,"('Russia', 'Pakistan')","('Bahawalpur', 'Karachi', 'Muzaffarabad', 'Orenburg', 'Peshawar', 'Saint Petersburg')",1,2,2,4
"Exactly 1 of the following cities are in Nicaragua and 2 in Burkina Faso: Bobo-Dioulasso, Ouagadougou, Muzaffarabad, Maracaibo, Kalaburagi, Managua.",1,"('Nicaragua', 'Burkina Faso')","('Bobo-Dioulasso', 'Kalaburagi', 'Managua', 'Maracaibo', 'Muzaffarabad', 'Ouagadougou')",1,2,1,2
"Exactly 3 of the following cities are in Chile and 3 in Denmark: Hermosillo, Copenhagen, Puente Alto, Shizuishan, Mirpur Model Thana, Batam.",0,"('Chile', 'Denmark')","('Batam', 'Copenhagen', 'Hermosillo', 'Mirpur Model Thana', 'Puente Alto', 'Shizuishan')",3,3,1,1
"Exactly 1 of the following cities are in Guinea and 3 in Colombia: Kuecuekcekmece, Cucuta, Ibague, Ningbo, Conakry, Barranquilla.",1,"('Guinea', 'Colombia')","('Barranquilla', 'Conakry', 'Cucuta', 'Ibague', 'Kuecuekcekmece', 'Ningbo')",1,3,1,3
"Exactly 2 of the following cities are in Mali and 4 in Angola: Bamako, Callao, Sokoto, Kikolo, Mombasa, Lu'an.",0,"('Mali', 'Angola')","('Bamako', 'Callao', 'Kikolo', ""Lu'an"", 'Mombasa', 'Sokoto')",2,4,1,1
